,ROI,Pval,FDR,COR
299,X11147.17,0.12375249500998,0.267056307157112,NA
300,X11149.3,0.728542914171657,0.0361496686328195,NA
301,X11150.3,0.0626249167221852,0.361119277593054,NA
302,X11152.46,0.620758483033932,0.0513246528178887,NA
303,X11154.3,0.0659560293137908,0.355272266782413,NA
304,X11155.16,0.219560878243513,0.186498419758214,NA
305,X11158.40,0.976047904191617,0.0030854260670136,NA
306,X11159.14,0.630738522954092,0.0487228460220158,NA
307,X11160.56,0.976047904191617,0.0030854260670136,NA
308,X11161.5,0.836327345309381,0.0205045463995752,NA
309,X11162.37,0.269461077844311,0.159754230196657,NA
310,X11163.7,0.481037924151697,0.0824607654667418,NA
311,X11164.7,0.568862275449102,0.0614843077026988,NA
312,X11167.6,0.68063872255489,0.0412858284482455,NA
313,X11168.3,0.339321357285429,0.13245907438189,NA
314,X11173.29,0.952095808383233,0.00605724711906926,NA
315,X11174.8,0.590818363273453,0.0575375239511968,NA
316,X11175.45,0.109780439121756,0.282977088928147,NA
317,X11177.16,0.323353293413174,0.136090311998863,NA
318,X11178.21,0.0126638524772273,0.484809354980369,NA
319,X11179.7,0.425149700598802,0.0990838563829056,NA
320,X11180.17,0.335329341317365,0.133541121623312,NA
321,X11184.51,0.840319361277445,0.0203874542626638,NA
322,X11185.145,0.708582834331337,0.0376137406134665,NA
323,X11186.12,0.0666222518321119,0.355272266782413,NA
324,X11187.11,0.0357698289269051,0.435329015578805,NA
325,X11190.129,0.0812791472351766,0.327212138724948,NA
326,X11192.168,0.780439121756487,0.0282618831400373,NA
327,X11193.27,0.379241516966068,0.115819506545266,NA
328,X11194.6,0.760479041916168,0.0310941480435277,NA
329,X11196.31,0.08927381745503,0.312246824451273,NA
330,X11198.37,0.816367265469062,0.0235572633210114,NA
331,X11200.52,0.650698602794411,0.047095711180184,NA
332,X11201.19,0.970059880239521,0.00323452965482572,NA
333,X11202.70,0.94810379241517,0.00678945122374387,NA
334,X11203.97,0.862275449101796,0.0166503689506582,NA
335,X11204.80,0.207584830339321,0.192278499757292,NA
336,X11205.10,0.864271457085828,0.016645587851576,NA
337,X11207.3,0.417165668662675,0.100181130764163,NA
338,X11208.15,0.0333259275716507,0.435329015578805,NA
339,X11211.7,0.335329341317365,0.133541121623312,NA
340,X11212.7,0.0224394578982448,0.465206231533073,NA
341,X11214.40,0.634730538922156,0.0484349719550137,NA
342,X11215.6,0.972055888223553,0.0030854260670136,NA
343,X11217.16,0.890219560878243,0.0132548097354744,NA
344,X11218.84,0.461077844311377,0.0890938532892276,NA
345,X11219.95,0.998003992015968,0.000867721531226935,NA
346,X11220.53,0.349301397205589,0.127079427732606,NA
347,X11223.1,0.998003992015968,0.000867721531226935,NA
348,X11226.16,0.798403193612774,0.0264815798785365,NA
349,X11227.31,0.497005988023952,0.0790127212557749,NA
350,X11228.37,0.193612774451098,0.199506175468495,NA
351,X11229.16,0.0433044636908727,0.416049725938067,NA
352,X11231.12,0.502994011976048,0.0770220176736997,NA
353,X11232.46,0.712574850299401,0.0371969352084447,NA
354,X11237.49,0.0626249167221852,0.361119277593054,NA
355,X11239.49,0.604790419161677,0.0555868442373481,NA
356,X11241.8,0.696606786427146,0.0390407837171788,NA
357,X11242.33,0.301397205588822,0.146998336894103,NA
358,X11243.90,0.900199600798403,0.011508034503419,NA
359,X11245.43,0.0786142571618921,0.33041839687221,NA
360,X11246.3,0.103930712858095,0.28595609816353,NA
361,X11247.20,0.463073852295409,0.0884204266047385,NA
362,X11248.43,0.105929380413058,0.283816489248328,NA
363,X11252.30,0.520958083832335,0.0731873916801706,NA
364,X11254.13,0.860279441117764,0.0168260572464608,NA
365,X11257.1,0.0433044636908727,0.416049725938067,NA
366,X11258.41,0.0592938041305796,0.367271949746727,NA
367,X11260.47,0.942115768463074,0.00682994041378517,NA
368,X11262.39,0.273453093812375,0.15827476603,NA
369,X11263.57,0.678642714570858,0.0412858284482455,NA
370,X11264.33,0.592814371257485,0.0572655250640941,NA
371,X11265.8,0.996007984031936,0.00105496099597207,NA
372,X11266.8,0.796407185628742,0.0266182790012962,NA
373,X11270.17,0.397205588822355,0.107693665635869,NA
374,X11273.176,0.143712574850299,0.244638969185676,NA
375,X11275.94,0.744510978043912,0.0344294889422812,NA
376,X11277.23,0.273453093812375,0.15827476603,NA
377,X11278.4,0.329341317365269,0.134794412180342,NA
378,X11279.42,0.562874251497006,0.0625782397949231,NA
379,X11280.6,0.834331337325349,0.0205045463995752,NA
380,X11281.6,0.522954091816367,0.0727310304218507,NA
381,X11282.16,0.0946035976015989,0.301369177564625,NA
382,X11283.13,0.207584830339321,0.192278499757292,NA
383,X11284.24,0.542914171656687,0.0671555018466986,NA
384,X11285.8,0.08927381745503,0.312246824451273,NA
385,X11286.78,0.0117751610753166,0.49521257805231,NA
386,X11287.14,0.171656686626747,0.21859825787336,NA
387,X11288.26,0.311377245508982,0.14040635082893,NA
388,X11289.31,0.674650698602794,0.0417476662761216,NA
389,X11292.13,0.520958083832335,0.0731873916801706,NA
390,X11293.14,0.688622754491018,0.0401264316252152,NA
391,X11294.7,0.475049900199601,0.0841555260933575,NA
392,X11297.54,0.664670658682635,0.0448697250565409,NA
393,X11300.32,0.610778443113772,0.0540848173838712,NA
394,X11302.237,0.0224394578982448,0.465206231533073,NA
395,X11303.7,0.0088141619139323,0.527288217675414,NA
396,X11307.33,0.48502994011976,0.0818447112126691,NA
397,X11308.8,0.528942115768463,0.0701853187061675,NA
398,X11310.8,0.19560878243513,0.197662173818811,NA
399,X11311.79,0.0586275816122585,0.36947899897089,NA
400,X11312.40,0.568862275449102,0.0614843077026988,NA
401,X11313.100,0.684630738522954,0.0410896381218664,NA
402,X11315.148,0.984031936127745,0.00231791362876311,NA
403,X11318.20,0.179640718562874,0.21133107557169,NA
404,X11319.106,0.307385229540918,0.142394100195188,NA
405,X11320.29,0.696606786427146,0.0390407837171788,NA
406,X11324.3,0.808383233532934,0.0254462414399081,NA
407,X11325.8,0.724550898203593,0.0361496686328195,NA
408,X11328.9,0.044636908727515,0.412123157157006,NA
409,X11330.15,0.2375249500998,0.173848262819233,NA
410,X11333.82,0.441117764471058,0.0946347380186184,NA
411,X11334.7,0.838323353293413,0.0205045463995752,NA
412,X11336.9,0.518962075848303,0.0735459793623475,NA
413,X11338.49,0.872255489021956,0.016330694050756,NA
414,X11342.59,0.044636908727515,0.412123157157006,NA
415,X11348.132,0.0219951121972895,0.465206231533073,NA
416,X11350.30,0.996007984031936,0.00105496099597207,NA
417,X11351.233,0.427145708582834,0.0986710544214152,NA
418,X11352.42,0.746506986027944,0.0338046397682153,NA
419,X11353.143,0.467065868263473,0.0870776021671565,NA
420,X11354.21,0.449101796407186,0.0925685766044422,NA
421,X11355.10,0.74251497005988,0.0346716772626427,NA
422,X11356.19,0.652694610778443,0.047095711180184,NA
423,X11358.15,0.500998003992016,0.0777157858641229,NA
424,X11360.39,0.976047904191617,0.0030854260670136,NA
425,X11361.73,0.209580838323353,0.191560245127519,NA
426,X11363.58,0.960079840319361,0.00454359750750058,NA
427,X11364.18,0.834331337325349,0.0205045463995752,NA
428,X11365.17,0.984031936127745,0.00231791362876311,NA
429,X11368.32,0.604790419161677,0.0555868442373481,NA
430,X11369.23,0.151696606786427,0.238011769664507,NA
431,X11370.20,0.014885580982004,0.472135655145433,NA
432,X11371.1,0.203592814371257,0.194532184016742,NA
433,X11372.2,0.151696606786427,0.238011769664507,NA
434,X11375.49,0.231536926147705,0.17770911045374,NA
435,X11377.19,0.74251497005988,0.0346716772626427,NA
436,X11378.37,0.890219560878243,0.0132548097354744,NA
437,X11380.84,0.0926049300466356,0.304711445379907,NA
438,X11381.56,0.311377245508982,0.14040635082893,NA
439,X11382.5,0.335329341317365,0.133541121623312,NA
440,X11383.41,0.221556886227545,0.185497610977076,NA
441,X11387.3,0.00180242463149058,0.556392210452535,NA
442,X11388.75,0.00836975038886009,0.527288217675414,NA
443,X11390.24,0.548902195608782,0.0654841560436566,NA
444,X11391.69,0.415169660678643,0.100728009500408,NA
445,X11395.5,0.0193290379915574,0.469422461995531,NA
446,X11396.39,0.177644710578842,0.213418039623547,NA
447,X11401.181,0.514970059880239,0.0746760934498012,NA
448,X11402.17,0.0373084610259827,0.431210339104395,NA
449,X11405.150,0.397205588822355,0.107693665635869,NA
450,X11406.82,0.435129740518962,0.0957992516320409,NA
451,X11407.57,0.868263473053892,0.016608867256145,NA
452,X11416.23,0.323353293413174,0.136090311998863,NA
453,X11421.10,0.988023952095808,0.00224767338421477,NA
454,X11422.2,0.321357285429142,0.136813678402501,NA
455,X11424.4,0.107784431137725,0.283816489248328,NA
456,X11425.31,0.427145708582834,0.0986710544214152,NA
457,X11428.31,0.333333333333333,0.133541121623312,NA
458,X11429.80,0.277445109780439,0.156677346719176,NA
459,X11430.49,0.890219560878243,0.0132548097354744,NA
460,X11431.235,0.337325349301397,0.132726645189052,NA
461,X11432.11,0.215568862275449,0.188920728929623,NA
462,X11433.11,0.0486342438374417,0.399429853690963,NA
463,X11436.6,0.720558882235529,0.0367831548530574,NA
464,X11438.6,0.475049900199601,0.0841555260933575,NA
465,X11439.88,0.213572854291417,0.190534995477929,NA
466,X11440.58,0.0592938041305796,0.367271949746727,NA
467,X11441.11,0.702594810379242,0.0380794378167333,NA
468,X11442.1,0.930139720558882,0.0080911962560653,NA
469,X11444.49,0.832335329341317,0.0205045463995752,NA
470,X11448.34,0.528942115768463,0.0701853187061675,NA
471,X11450.110,0.181636726546906,0.210122296378548,NA
472,X11454.87,0.828343313373254,0.02088413549655,NA
473,X11456.2,0.0792804796802132,0.328957988036838,NA
474,X11457.53,0.127744510978044,0.264757257893089,NA
475,X11458.30,0.439121756487026,0.0951331038680929,NA
476,X11459.81,0.936127744510978,0.00726173064472134,NA
477,X11462.8,0.966067864271457,0.00388255639761419,NA
478,X11464.9,0.0799467021985343,0.328245796705963,NA
479,X11465.4,0.0406395736175883,0.421674604664121,NA
480,X11468.15,0.544910179640719,0.0662457642404665,NA
481,X11476.43,0.820359281437126,0.0225159583102232,NA
482,X11480.1,0.57684630738523,0.059582885846478,NA
483,X11481.25,0.782435129740519,0.0282618831400373,NA
484,X11486.26,0.936127744510978,0.00726173064472134,NA
485,X11487.4,0.532934131736527,0.0691073165347717,NA
486,X11490.42,0.465069860279441,0.087751747991042,NA
487,X11493.169,0.209580838323353,0.191560245127519,NA
488,X11494.4,0.846307385229541,0.0186385801273937,NA
489,X11510.31,0.441117764471058,0.0946347380186184,NA
490,X11510.51,0.379241516966068,0.115819506545266,NA
491,X11513.92,0.249500998003992,0.167435696342026,NA
492,X11514.196,0.349301397205589,0.127079427732606,NA
493,X11516.7,0.668662674650699,0.0433608717692294,NA
494,X11530.37,0.794411177644711,0.0271954878725517,NA
495,X11531.24,0.980039920159681,0.00264018795845133,NA
496,X11534.6,0.726546906187625,0.0361496686328195,NA
497,X11536.9,0.0213285936458565,0.465206231533073,NA
498,X11537.12,0.730538922155689,0.0361496686328195,NA
499,X11538.216,0.497005988023952,0.0790127212557749,NA
500,X11539.4,0.802395209580838,0.0259919107521205,NA
501,X11540.37,0.67065868263473,0.0429043227294198,NA
502,X11542.11,0.514970059880239,0.0746760934498012,NA
503,X11543.84,0.127744510978044,0.264757257893089,NA
