,ROI,Pval,FDR,COR
154,X10636.1,0.568862275449102,0.0116439379254397,0.375473455712564
155,X10637.50,0.668662674650699,0.0116439379254397,0.177482273986386
156,X10638.1,0.421157684630739,0.0135701529050879,0.54981794790445
157,X10643.16,0.992015968063872,0.00124462241184482,-0.253758827314519
158,X10647.18,0.215568862275449,0.0135701529050879,0.23451805602075
159,X10663.42,0.0952698201199201,0.0428748339458897,0.689589778777339
160,X10666.7,0.506986027944112,0.0132159243588056,-0.00229519498707781
161,X10667.78,0.271457085828343,0.0135701529050879,0.490127077467897
162,X10668.5,0.712574850299401,0.0116439379254397,-0.00697654334990859
163,X10672.75,0.652694610778443,0.0116439379254397,0.347001748955555
164,X10693.43,0.341317365269461,0.0135701529050879,0.447787485014412
165,X10695.12,0.24750499001996,0.0135701529050879,0.558138919956245
166,X10699.52,0.962075848303393,0.00383322206507516,-0.021299362402853
167,X10700.10,0.289421157684631,0.0135701529050879,0.539009553165993
168,X10702.1,0.105929380413058,0.0348065961559065,0.200225759764806
169,X10703.203,0.467065868263473,0.0135701529050879,0.236814419787706
170,X10704.91,0.273453093812375,0.0135701529050879,0.611175568554338
171,X10705.14,0.499001996007984,0.0135701529050879,0.408364783147268
172,X10708.3,0.652694610778443,0.0116439379254397,0.282322829793335
173,X10710.23,0.475049900199601,0.0135701529050879,0.56719700396418
174,X10713.151,0.69061876247505,0.0116439379254397,0.34764953978217
175,X10714.7,0.383233532934132,0.0135701529050879,0.0713304948569887
176,X10716.35,0.846307385229541,0.00841109468571887,0.0666180263972354
177,X10721.76,0.0732844770153231,0.047981423525464,0.245168412867472
178,X10722.13,0.644710578842315,0.0116439379254397,0.0260252117832547
179,X10737.96,0.405189620758483,0.0135701529050879,0.0445595754996694
180,X10738.11,0.131912058627582,0.024397419833337,0.16584590361458
181,X10741.22,0.75249500998004,0.00981322461830095,-0.0470399196368268
182,X10743.13,0.141905396402398,0.0228011969195418,0.154175416771082
183,X10746.24,0.868263473053892,0.00826814923149325,-0.213558178328762
184,X10748.216,0.275449101796407,0.0135701529050879,0.539725494492622
185,X10749.18,0.590818363273453,0.0116439379254397,0.0721829935343019
186,X10752.8,0.0872751499000666,0.0466624153402669,0.642216501847222
187,X10753.31,0.0366585203288158,0.0618230958146547,0.669922378310256
188,X10754.113,0.267465069860279,0.0135701529050879,0.313810355190872
189,X10756.34,0.99001996007984,0.00149597516529349,-0.310318618792468
190,X10758.2,0.0088141619139323,0.0909518180890702,0.380271610198525
191,X10760.107,0.128580946035976,0.0252326616592186,0.165080342354536
192,X10761.5,0.441117764471058,0.0135701529050879,0.152944151542535
193,X10762.2,0.586826347305389,0.0116439379254397,0.505360741226192
194,X10767.52,0.477045908183633,0.0135701529050879,0.333828790155145
195,X10780.10,0.722554890219561,0.0116439379254397,0.371725811948238
196,X10781.19,0.0408798044878916,0.0553978735105126,0.311809915635689
197,X10785.8,0.157894736842105,0.022796019875228,0.360594003239353
198,X10798.4,0.792415169660679,0.00841109468571887,0.202521118144648
199,X10800.15,0.167888074616922,0.0200744783038694,0.592884238019924
200,X10801.11,0.156562291805463,0.022796019875228,0.159584721333351
201,X10809.14,0.646706586826347,0.0116439379254397,0.223106467424971
202,X10814.7,0.720558882235529,0.0116439379254397,0.0760435444574913
203,X10815.2,0.654690618762475,0.0116439379254397,0.227966690199227
204,X10816.150,0.239520958083832,0.0135701529050879,0.109713413049591
205,X10817.26,0.908183632734531,0.00572461298745088,-0.0763912956583798
206,X10818.36,0.347305389221557,0.0135701529050879,0.0557929419352484
207,X10819.108,0.477045908183633,0.0135701529050879,0.0090998312940414
208,X10825.12,0.654690618762475,0.0116439379254397,0.24492362413596
209,X10827.67,0.411177644710579,0.0135701529050879,0.0447153370298159
210,X10830.5,0.13124583610926,0.0248793298002687,0.552466219397809
211,X10832.24,0.136575616255829,0.024397419833337,0.204556058515071
212,X10833.64,0.50499001996008,0.0132159243588056,-0.0279134651487067
213,X10835.25,0.24750499001996,0.0135701529050879,0.168587868606097
214,X10842.7,0.614770459081836,0.0116439379254397,0.26523719135036
215,X10847.1,0.199200532978015,0.0135701529050879,0.328497163576615
216,X10848.137,0.976047904191617,0.00283871817654357,-0.0815823591894057
217,X10851.77,0.29940119760479,0.0135701529050879,0.0876541706063935
218,X10852.114,0.157228514323784,0.022796019875228,0.199358755292861
219,X10854.15,0.149900066622252,0.022796019875228,0.363484039717449
220,X10866.60,0.435129740518962,0.0135701529050879,0.142837895363445
221,X10870.32,0.596806387225549,0.0116439379254397,0.00164013322818403
222,X10876.300,0.457085828343313,0.0135701529050879,0.319094288303462
223,X10880.38,0.425149700598802,0.0135701529050879,0.0391479526775957
224,X10882.12,0.812375249500998,0.00841109468571887,0.115402686055093
225,X10885.36,0.391217564870259,0.0135701529050879,0.18969263371302
226,X10889.2,0.111925383077948,0.0348065961559065,0.330363130523088
227,X10890.135,0.0732844770153231,0.047981423525464,0.250349920181339
228,X10892.8,0.832335329341317,0.00841109468571887,-0.00478637210912144
229,X10894.25,0.379241516966068,0.0135701529050879,0.295860341887784
230,X10895.28,0.736526946107784,0.0112419498538803,0.101828265208605
231,X10900.272,0.029771161964008,0.0647820327325122,0.351553069446908
232,X10903.50,0.794411177644711,0.00841109468571887,-0.133897365430214
233,X10907.116,0.0644301266385248,0.047981423525464,0.257261518809431
234,X10908.2,0.916167664670659,0.00554470117785874,-0.224250197237435
235,X10910.6,0.439121756487026,0.0135701529050879,0.412126048892535
236,X10916.44,0.487025948103792,0.0135701529050879,0.0331321718910824
237,X10917.40,0.972055888223553,0.00291215227151245,-0.11051258429033
238,X10924.258,0.0706195869420386,0.047981423525464,0.641221703216295
239,X10933.107,0.293413173652695,0.0135701529050879,0.213415281473985
240,X10938.13,0.632734530938124,0.0116439379254397,-0.0184537997601583
241,X10939.16,0.656686626746507,0.0116439379254397,0.251426586033746
242,X10940.25,0.415169660678643,0.0135701529050879,0.250272929587169
243,X10945.11,0.281437125748503,0.0135701529050879,0.12598201649535
244,X10948.14,0.493013972055888,0.0135701529050879,0.0250638252558436
